                      RAYLEIGH WAVE      MODE #  0
        T = 0.9250E+01 C =    0.2454E+01 U   = 0.1358E+01
        AR= 0.4863E-04 GAMMA= 0.3004E-03 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.352E+02  0.000E+00  0.100E+01  0.000E+00 -0.111E+01  0.523E-01  0.153E+01 -0.322E+00
    2   0.176E+02 -0.162E+02  0.648E+01 -0.549E+01 -0.324E+00  0.916E-01  0.450E+00 -0.373E-03
    3   0.105E+02 -0.169E+02  0.818E+01 -0.176E+02 -0.156E+00  0.109E+00  0.702E-01  0.655E-02
    4   0.621E+01 -0.981E+01  0.833E+01 -0.301E+02 -0.988E-01  0.961E-01 -0.365E-01 -0.236E-02
    5   0.359E+01  0.404E+00  0.786E+01 -0.403E+02 -0.889E-01  0.750E-01 -0.398E-01 -0.868E-03
    6   0.186E+01  0.907E+01  0.705E+01 -0.473E+02 -0.849E-01  0.605E-01 -0.138E-01  0.135E-01
    7   0.878E+00  0.159E+02  0.605E+01 -0.512E+02 -0.712E-01  0.459E-01  0.102E-01  0.250E-01
    8   0.402E+00  0.216E+02  0.507E+01 -0.523E+02 -0.361E-01  0.251E-01  0.187E-01  0.209E-01
    9   0.398E-01  0.263E+02  0.435E+01 -0.513E+02 -0.113E-01  0.122E-01  0.220E-01  0.160E-01
   10  -0.291E+00  0.292E+02  0.382E+01 -0.487E+02 -0.323E-02  0.662E-02  0.257E-01  0.156E-01
   11  -0.526E+00  0.301E+02  0.335E+01 -0.450E+02  0.259E-03  0.354E-02  0.268E-01  0.150E-01
   12  -0.680E+00  0.292E+02  0.293E+01 -0.409E+02  0.439E-04  0.202E-02  0.263E-01  0.143E-01
   13  -0.752E+00  0.274E+02  0.255E+01 -0.366E+02 -0.289E-03  0.117E-02  0.239E-01  0.129E-01
   14  -0.766E+00  0.251E+02  0.219E+01 -0.324E+02 -0.637E-03  0.696E-03  0.206E-01  0.110E-01
   15  -0.740E+00  0.227E+02  0.188E+01 -0.285E+02 -0.899E-03  0.424E-03  0.170E-01  0.911E-02
   16  -0.688E+00  0.203E+02  0.159E+01 -0.248E+02 -0.469E-03  0.244E-03  0.134E-01  0.721E-02
   17  -0.630E+00  0.178E+02  0.135E+01 -0.215E+02 -0.382E-03  0.150E-03  0.104E-01  0.569E-02
   18  -0.569E+00  0.154E+02  0.113E+01 -0.186E+02 -0.568E-03  0.102E-03  0.799E-02  0.442E-02
   19  -0.504E+00  0.133E+02  0.942E+00 -0.160E+02 -0.514E-03  0.647E-04  0.595E-02  0.332E-02
   20  -0.441E+00  0.113E+02  0.779E+00 -0.137E+02 -0.466E-03  0.422E-04  0.437E-02  0.246E-02
   21  -0.382E+00  0.962E+01  0.639E+00 -0.117E+02 -0.439E-03  0.289E-04  0.317E-02  0.180E-02
   22  -0.327E+00  0.811E+01  0.519E+00 -0.100E+02 -0.433E-03  0.218E-04  0.227E-02  0.131E-02
   23  -0.276E+00  0.683E+01  0.416E+00 -0.860E+01 -0.436E-03  0.185E-04  0.162E-02  0.946E-03
   24  -0.227E+00  0.579E+01  0.329E+00 -0.735E+01 -0.437E-03  0.177E-04  0.113E-02  0.679E-03
   25  -0.177E+00  0.499E+01  0.256E+00 -0.626E+01 -0.440E-03  0.195E-04  0.787E-03  0.489E-03
   26  -0.125E+00  0.446E+01  0.196E+00 -0.525E+01 -0.159E-03  0.708E-05  0.445E-03  0.280E-03
   27  -0.944E-01  0.389E+01  0.156E+00 -0.435E+01  0.316E-06  0.141E-05  0.257E-03  0.161E-03
   28  -0.791E-01  0.323E+01  0.128E+00 -0.358E+01  0.316E-06  0.833E-06  0.177E-03  0.111E-03
   29  -0.660E-01  0.267E+01  0.104E+00 -0.294E+01  0.316E-06  0.491E-06  0.121E-03  0.762E-04
   30  -0.548E-01  0.221E+01  0.851E-01 -0.241E+01  0.316E-06  0.289E-06  0.825E-04  0.519E-04
   31  -0.454E-01  0.182E+01  0.694E-01 -0.197E+01  0.316E-06  0.169E-06  0.559E-04  0.351E-04
   32  -0.375E-01  0.149E+01  0.565E-01 -0.160E+01  0.316E-06  0.984E-07  0.376E-04  0.237E-04
   33  -0.309E-01  0.122E+01  0.460E-01 -0.131E+01  0.316E-06  0.565E-07  0.253E-04  0.159E-04
   34  -0.254E-01  0.999E+00  0.374E-01 -0.106E+01  0.275E-06  0.323E-07  0.169E-04  0.106E-04
   35  -0.209E-01  0.815E+00  0.304E-01 -0.862E+00  0.175E-06  0.189E-07  0.113E-04  0.710E-05
   36  -0.172E-01  0.664E+00  0.246E-01 -0.699E+00  0.105E-06  0.111E-07  0.752E-05  0.472E-05
   37  -0.140E-01  0.539E+00  0.200E-01 -0.567E+00  0.645E-07  0.651E-08  0.499E-05  0.313E-05
   38  -0.115E-01  0.438E+00  0.162E-01 -0.459E+00  0.312E-07  0.390E-08  0.331E-05  0.207E-05
   39  -0.937E-02  0.355E+00  0.131E-01 -0.371E+00  0.134E-07  0.234E-08  0.219E-05  0.137E-05
   40  -0.763E-02  0.288E+00  0.105E-01 -0.300E+00  0.000E+00  0.145E-08  0.144E-05  0.902E-06
   41  -0.620E-02  0.233E+00  0.850E-02 -0.242E+00  0.000E+00  0.210E-08  0.272E-05  0.171E-05
