                   LOVE WAVE        MODE #  0
        T = 0.3750E+01 C =    0.6937E+00 U   = 0.5244E+00
        AL= 0.1616E+01 GAMMA= 0.2663E-02 ZREF= 0.0000E+00
    M       UT         TT       DC/DH      DC/DB      DC/DR
    1   0.100E+01  0.000E+00 -0.224E+00  0.147E+01 -0.117E-01
    2   0.119E+00 -0.795E+00 -0.106E-02  0.354E-01  0.826E-02
    3   0.984E-02 -0.150E+00 -0.882E-05  0.356E-03  0.123E-03
    4   0.768E-03 -0.212E-01 -0.274E-07  0.291E-05  0.130E-05
    5   0.702E-04 -0.233E-02 -0.880E-10  0.268E-07  0.129E-07
    6   0.674E-05 -0.238E-03 -0.228E-11  0.255E-09  0.126E-09
    7   0.610E-06 -0.253E-04 -0.491E-13  0.228E-11  0.120E-11
    8   0.483E-07 -0.292E-05 -0.367E-15  0.175E-13  0.104E-13
    9   0.387E-08 -0.321E-06 -0.122E-17  0.134E-15  0.875E-16
   10   0.340E-09 -0.319E-07 -0.474E-20  0.112E-17  0.748E-18
   11   0.309E-10 -0.306E-08  0.480E-23  0.953E-20  0.642E-20
   12   0.289E-11 -0.284E-09  0.516E-25  0.832E-22  0.554E-22
   13   0.270E-12 -0.263E-10  0.494E-27  0.727E-24  0.479E-24
   14   0.253E-13 -0.245E-11  0.364E-29  0.637E-26  0.415E-26
   15   0.237E-14 -0.227E-12 -0.668E-31  0.558E-28  0.359E-28
   16   0.219E-15 -0.214E-13 -0.135E-33  0.483E-30  0.312E-30
   17   0.204E-16 -0.200E-14  0.369E-35  0.419E-32  0.272E-32
   18   0.192E-17 -0.185E-15  0.000E+00  0.366E-34  0.238E-34
   19   0.179E-18 -0.173E-16  0.000E+00  0.000E+00  0.000E+00
   20   0.166E-19 -0.162E-17  0.000E+00  0.000E+00  0.000E+00
   21   0.155E-20 -0.152E-18  0.000E+00  0.000E+00  0.000E+00
   22   0.144E-21 -0.141E-19  0.000E+00  0.000E+00  0.000E+00
   23   0.134E-22 -0.132E-20  0.000E+00  0.000E+00  0.000E+00
   24   0.125E-23 -0.123E-21  0.000E+00  0.000E+00  0.000E+00
   25   0.117E-24 -0.115E-22  0.000E+00  0.000E+00  0.000E+00
   26   0.961E-26 -0.120E-23  0.000E+00  0.000E+00  0.000E+00
   27   0.792E-27 -0.123E-24  0.000E+00  0.000E+00  0.000E+00
   28   0.730E-28 -0.114E-25  0.000E+00  0.000E+00  0.000E+00
   29   0.673E-29 -0.105E-26  0.000E+00  0.000E+00  0.000E+00
   30   0.620E-30 -0.966E-28  0.000E+00  0.000E+00  0.000E+00
   31   0.571E-31 -0.890E-29  0.000E+00  0.000E+00  0.000E+00
   32   0.527E-32 -0.820E-30  0.000E+00  0.000E+00  0.000E+00
   33   0.485E-33 -0.756E-31  0.000E+00  0.000E+00  0.000E+00
   34   0.448E-34 -0.697E-32  0.000E+00  0.000E+00  0.000E+00
   35   0.413E-35 -0.641E-33  0.000E+00  0.000E+00  0.000E+00
   36   0.000E+00 -0.590E-34  0.000E+00  0.000E+00  0.000E+00
   37   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   38   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   39   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   40   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   41   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
