                   LOVE WAVE        MODE #  0
        T = 0.7500E+01 C =    0.1219E+01 U   = 0.4700E+00
        AL= 0.7635E+00 GAMMA= 0.1485E-02 ZREF= 0.0000E+00
    M       UT         TT       DC/DH      DC/DB      DC/DR
    1   0.100E+01  0.000E+00 -0.166E+01  0.316E+01 -0.273E+00
    2   0.334E+00 -0.639E+00 -0.239E+00  0.692E+00  0.113E+00
    3   0.142E+00 -0.632E+00 -0.517E-01  0.178E+00  0.523E-01
    4   0.630E-01 -0.471E+00 -0.557E-02  0.428E-01  0.170E-01
    5   0.322E-01 -0.288E+00 -0.108E-02  0.121E-01  0.530E-02
    6   0.168E-01 -0.168E+00 -0.646E-03  0.356E-02  0.162E-02
    7   0.815E-02 -0.102E+00 -0.296E-03  0.976E-03  0.483E-03
    8   0.359E-02 -0.645E-01 -0.607E-04  0.228E-03  0.129E-03
    9   0.164E-02 -0.386E-01 -0.630E-05  0.540E-04  0.338E-04
   10   0.818E-03 -0.213E-01 -0.660E-06  0.141E-04  0.907E-05
   11   0.420E-03 -0.113E-01  0.329E-07  0.377E-05  0.244E-05
   12   0.220E-03 -0.590E-02  0.102E-07  0.103E-05  0.663E-06
   13   0.115E-03 -0.307E-02  0.253E-08  0.284E-06  0.180E-06
   14   0.605E-04 -0.160E-02  0.242E-09  0.781E-07  0.489E-07
   15   0.317E-04 -0.834E-03 -0.304E-09  0.215E-07  0.133E-07
   16   0.165E-04 -0.439E-03 -0.659E-11  0.584E-08  0.362E-08
   17   0.860E-05 -0.230E-03  0.138E-10  0.159E-08  0.994E-09
   18   0.451E-05 -0.120E-03 -0.237E-11  0.436E-09  0.273E-09
   19   0.235E-05 -0.626E-04 -0.691E-12  0.119E-09  0.745E-10
   20   0.123E-05 -0.328E-04 -0.139E-12  0.325E-10  0.203E-10
   21   0.641E-06 -0.172E-04 -0.207E-13  0.886E-11  0.555E-11
   22   0.334E-06 -0.899E-05 -0.109E-13  0.242E-11  0.152E-11
   23   0.174E-06 -0.471E-05 -0.126E-13  0.661E-12  0.414E-12
   24   0.905E-07 -0.248E-05 -0.130E-13  0.180E-12  0.113E-12
   25   0.459E-07 -0.133E-05 -0.132E-13  0.493E-13  0.310E-13
   26   0.212E-07 -0.772E-06 -0.262E-14  0.120E-13  0.782E-14
   27   0.101E-07 -0.433E-06  0.242E-20  0.293E-14  0.197E-14
   28   0.520E-08 -0.224E-06  0.242E-20  0.784E-15  0.527E-15
   29   0.269E-08 -0.116E-06  0.242E-20  0.210E-15  0.141E-15
   30   0.139E-08 -0.599E-07  0.242E-20  0.561E-16  0.377E-16
   31   0.719E-09 -0.310E-07  0.242E-20  0.150E-16  0.101E-16
   32   0.372E-09 -0.160E-07  0.242E-20  0.401E-17  0.269E-17
   33   0.192E-09 -0.828E-08  0.242E-20  0.107E-17  0.720E-18
   34   0.995E-10 -0.428E-08  0.139E-20  0.287E-18  0.192E-18
   35   0.516E-10 -0.221E-08  0.378E-21  0.767E-19  0.515E-19
   36   0.267E-10 -0.114E-08  0.944E-22  0.206E-19  0.138E-19
   37   0.138E-10 -0.589E-09  0.283E-22  0.550E-20  0.368E-20
   38   0.717E-11 -0.304E-09  0.620E-23  0.147E-20  0.986E-21
   39   0.371E-11 -0.157E-09  0.146E-23  0.395E-21  0.264E-21
   40   0.192E-11 -0.811E-10  0.000E+00  0.106E-21  0.706E-22
   41   0.995E-12 -0.420E-10  0.000E+00  0.387E-22  0.258E-22
