                      RAYLEIGH WAVE      MODE #  0
        T = 0.8500E+01 C =    0.2275E+01 U   = 0.1159E+01
        AR= 0.7734E-04 GAMMA= 0.4025E-03 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1  -0.356E+02  0.000E+00  0.100E+01  0.000E+00 -0.138E+01  0.702E-01  0.219E+01 -0.347E+00
    2  -0.160E+02  0.182E+02 -0.549E+01  0.570E+01 -0.309E+00  0.106E+00  0.515E+00  0.336E-01
    3  -0.851E+01  0.166E+02 -0.718E+01  0.192E+02 -0.140E+00  0.112E+00  0.451E-01  0.132E-01
    4  -0.444E+01  0.713E+01 -0.716E+01  0.321E+02 -0.949E-01  0.866E-01 -0.421E-01 -0.107E-02
    5  -0.210E+01 -0.394E+01 -0.653E+01  0.415E+02 -0.863E-01  0.611E-01 -0.230E-01  0.540E-02
    6  -0.696E+00 -0.121E+02 -0.562E+01  0.468E+02 -0.818E-01  0.462E-01  0.122E-01  0.227E-01
    7  -0.385E-01 -0.179E+02 -0.457E+01  0.487E+02 -0.668E-01  0.329E-01  0.315E-01  0.319E-01
    8   0.152E+00 -0.222E+02 -0.360E+01  0.477E+02 -0.317E-01  0.161E-01  0.292E-01  0.243E-01
    9   0.283E+00 -0.250E+02 -0.292E+01  0.446E+02 -0.893E-02  0.685E-02  0.248E-01  0.173E-01
   10   0.423E+00 -0.259E+02 -0.245E+01  0.403E+02 -0.214E-02  0.331E-02  0.231E-01  0.146E-01
   11   0.507E+00 -0.249E+02 -0.206E+01  0.354E+02  0.459E-03  0.157E-02  0.203E-01  0.121E-01
   12   0.546E+00 -0.228E+02 -0.173E+01  0.305E+02  0.276E-03  0.816E-03  0.173E-01  0.101E-01
   13   0.537E+00 -0.202E+02 -0.143E+01  0.260E+02  0.607E-04  0.429E-03  0.138E-01  0.793E-02
   14   0.502E+00 -0.175E+02 -0.118E+01  0.219E+02 -0.132E-03  0.231E-03  0.106E-01  0.601E-02
   15   0.450E+00 -0.150E+02 -0.968E+00  0.183E+02 -0.260E-03  0.129E-03  0.783E-02  0.441E-02
   16   0.391E+00 -0.128E+02 -0.786E+00  0.152E+02 -0.735E-04  0.662E-04  0.554E-02  0.313E-02
   17   0.336E+00 -0.107E+02 -0.637E+00  0.125E+02 -0.398E-04  0.364E-04  0.386E-02  0.221E-02
   18   0.286E+00 -0.880E+01 -0.512E+00  0.102E+02 -0.105E-03  0.223E-04  0.267E-02  0.154E-02
   19   0.239E+00 -0.721E+01 -0.408E+00  0.836E+01 -0.884E-04  0.127E-04  0.180E-02  0.104E-02
   20   0.198E+00 -0.586E+01 -0.323E+00  0.681E+01 -0.747E-04  0.735E-05  0.119E-02  0.693E-03
   21   0.163E+00 -0.473E+01 -0.254E+00  0.555E+01 -0.675E-04  0.447E-05  0.782E-03  0.457E-03
   22   0.133E+00 -0.379E+01 -0.197E+00  0.452E+01 -0.661E-04  0.302E-05  0.509E-03  0.300E-03
   23   0.108E+00 -0.303E+01 -0.152E+00  0.369E+01 -0.667E-04  0.237E-05  0.328E-03  0.195E-03
   24   0.848E-01 -0.243E+01 -0.114E+00  0.302E+01 -0.671E-04  0.222E-05  0.209E-03  0.127E-03
   25   0.636E-01 -0.199E+01 -0.844E-01  0.246E+01 -0.675E-04  0.250E-05  0.132E-03  0.823E-04
   26   0.427E-01 -0.170E+01 -0.609E-01  0.198E+01 -0.230E-04  0.821E-06  0.677E-04  0.432E-04
   27   0.303E-01 -0.142E+01 -0.457E-01  0.157E+01  0.188E-07  0.131E-06  0.354E-04  0.227E-04
   28   0.241E-01 -0.112E+01 -0.357E-01  0.123E+01  0.188E-07  0.706E-07  0.221E-04  0.142E-04
   29   0.191E-01 -0.882E+00 -0.278E-01  0.960E+00  0.188E-07  0.379E-07  0.137E-04  0.878E-05
   30   0.150E-01 -0.693E+00 -0.217E-01  0.749E+00  0.188E-07  0.203E-07  0.843E-05  0.541E-05
   31   0.118E-01 -0.543E+00 -0.168E-01  0.583E+00  0.188E-07  0.108E-07  0.517E-05  0.332E-05
   32   0.930E-02 -0.425E+00 -0.131E-01  0.453E+00  0.188E-07  0.571E-08  0.316E-05  0.203E-05
   33   0.728E-02 -0.331E+00 -0.101E-01  0.352E+00  0.188E-07  0.298E-08  0.192E-05  0.123E-05
   34   0.570E-02 -0.258E+00 -0.786E-02  0.272E+00  0.158E-07  0.154E-08  0.116E-05  0.746E-06
   35   0.446E-02 -0.200E+00 -0.608E-02  0.211E+00  0.926E-08  0.817E-09  0.704E-06  0.452E-06
   36   0.348E-02 -0.155E+00 -0.470E-02  0.163E+00  0.512E-08  0.436E-09  0.425E-06  0.272E-06
   37   0.271E-02 -0.120E+00 -0.363E-02  0.126E+00  0.295E-08  0.232E-09  0.256E-06  0.164E-06
   38   0.211E-02 -0.929E-01 -0.280E-02  0.970E-01  0.132E-08  0.126E-09  0.154E-06  0.983E-07
   39   0.164E-02 -0.718E-01 -0.216E-02  0.747E-01  0.539E-09  0.687E-10  0.922E-07  0.589E-07
   40   0.127E-02 -0.554E-01 -0.166E-02  0.576E-01  0.000E+00  0.389E-10  0.551E-07  0.352E-07
   41   0.982E-03 -0.427E-01 -0.128E-02  0.443E-01  0.000E+00  0.453E-10  0.805E-07  0.514E-07
