                      RAYLEIGH WAVE      MODE #  0
        T = 0.4500E+01 C =    0.1283E+01 U   = 0.5960E+00
        AR= 0.3809E+00 GAMMA= 0.1931E-02 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1  -0.753E+00  0.000E+00  0.100E+01  0.000E+00 -0.144E+01  0.270E-01  0.374E+01 -0.126E+00
    2  -0.237E+00  0.132E+01  0.155E+00 -0.104E+01 -0.434E-01  0.226E-02  0.370E+00  0.827E-01
    3  -0.529E-01  0.623E+00  0.214E-01 -0.400E+00 -0.154E-02  0.534E-03  0.202E-01  0.720E-02
    4  -0.101E-01  0.180E+00 -0.651E-03 -0.553E-01 -0.121E-04  0.104E-03  0.493E-03  0.290E-03
    5  -0.155E-02  0.141E-01 -0.242E-02  0.371E-01 -0.505E-05  0.149E-04 -0.240E-05  0.789E-05
    6   0.184E-03 -0.175E-01 -0.160E-02  0.389E-01 -0.382E-05  0.229E-05  0.121E-04  0.703E-05
    7   0.302E-03 -0.156E-01 -0.762E-03  0.256E-01 -0.174E-05  0.409E-06  0.554E-05  0.312E-05
    8   0.147E-03 -0.101E-01 -0.293E-03  0.145E-01 -0.287E-06  0.503E-07  0.119E-05  0.734E-06
    9   0.616E-04 -0.562E-02 -0.111E-03  0.732E-02 -0.215E-07  0.481E-08  0.217E-06  0.143E-06
   10   0.278E-04 -0.276E-02 -0.454E-04  0.336E-02 -0.166E-08  0.525E-09  0.418E-07  0.280E-07
   11   0.123E-04 -0.125E-02 -0.186E-04  0.146E-02  0.436E-10  0.538E-10  0.772E-08  0.515E-08
   12   0.541E-05 -0.534E-03 -0.766E-05  0.605E-03  0.903E-11  0.606E-11  0.140E-08  0.918E-09
   13   0.230E-05 -0.221E-03 -0.310E-05  0.246E-03  0.151E-11  0.683E-12  0.239E-09  0.156E-09
   14   0.955E-06 -0.897E-04 -0.124E-05  0.982E-04  0.130E-12  0.785E-13  0.396E-10  0.254E-10
   15   0.388E-06 -0.358E-04 -0.487E-06  0.389E-04 -0.633E-13  0.991E-14  0.634E-11  0.402E-11
   16   0.153E-06 -0.142E-04 -0.188E-06  0.153E-04 -0.131E-14  0.110E-14  0.972E-12  0.617E-12
   17   0.598E-07 -0.557E-05 -0.727E-07  0.592E-05  0.965E-15  0.125E-15  0.147E-12  0.940E-13
   18   0.234E-07 -0.215E-05 -0.280E-07  0.227E-05 -0.690E-16  0.166E-16  0.220E-13  0.141E-13
   19   0.899E-08 -0.825E-06 -0.106E-07  0.868E-06 -0.113E-16  0.199E-17  0.322E-14  0.207E-14
   20   0.343E-08 -0.315E-06 -0.401E-08  0.330E-06 -0.119E-17  0.236E-18  0.465E-15  0.299E-15
   21   0.130E-08 -0.120E-06 -0.151E-08  0.125E-06 -0.483E-19  0.273E-19  0.666E-16  0.428E-16
   22   0.491E-09 -0.452E-07 -0.566E-09  0.469E-07  0.925E-21  0.319E-20  0.946E-17  0.607E-17
   23   0.185E-09 -0.170E-07 -0.212E-09  0.176E-07 -0.321E-20  0.393E-21  0.134E-17  0.857E-18
   24   0.698E-10 -0.634E-08 -0.784E-10  0.663E-08 -0.379E-20  0.643E-22  0.187E-18  0.120E-18
   25   0.262E-10 -0.234E-08 -0.281E-10  0.254E-08 -0.395E-20  0.453E-22  0.260E-19  0.168E-19
   26   0.821E-11 -0.938E-09 -0.886E-11  0.101E-08 -0.409E-21  0.428E-23  0.298E-20  0.198E-20
   27   0.258E-11 -0.374E-09 -0.290E-11  0.387E-09  0.183E-29  0.984E-25  0.340E-21  0.232E-21
   28   0.949E-12 -0.137E-09 -0.106E-11  0.142E-09  0.183E-29  0.115E-25  0.459E-22  0.313E-22
   29   0.348E-12 -0.504E-10 -0.388E-12  0.519E-10  0.183E-29  0.136E-26  0.615E-23  0.420E-23
   30   0.128E-12 -0.184E-10 -0.141E-12  0.189E-10  0.183E-29  0.159E-27  0.822E-24  0.561E-24
   31   0.466E-13 -0.672E-11 -0.515E-13  0.690E-11  0.183E-29  0.187E-28  0.109E-24  0.747E-25
   32   0.170E-13 -0.245E-11 -0.187E-13  0.251E-11  0.183E-29  0.219E-29  0.145E-25  0.989E-26
   33   0.618E-14 -0.890E-12 -0.678E-14  0.910E-12  0.183E-29  0.251E-30  0.191E-26  0.131E-26
   34   0.224E-14 -0.323E-12 -0.246E-14  0.330E-12  0.658E-30  0.282E-31  0.252E-27  0.172E-27
   35   0.816E-15 -0.117E-12 -0.892E-15  0.119E-12  0.885E-31  0.326E-32  0.331E-28  0.226E-28
   36   0.296E-15 -0.422E-13 -0.323E-15  0.430E-13  0.105E-31  0.381E-33  0.434E-29  0.296E-29
   37   0.107E-15 -0.153E-13 -0.117E-15  0.155E-13  0.163E-32  0.436E-34  0.568E-30  0.387E-30
   38   0.389E-16 -0.550E-14 -0.422E-16  0.559E-14  0.174E-33  0.512E-35  0.742E-31  0.505E-31
   39   0.141E-16 -0.198E-14 -0.152E-16  0.201E-14  0.227E-34  0.000E+00  0.968E-32  0.657E-32
   40   0.508E-17 -0.713E-15 -0.549E-17  0.724E-15  0.000E+00  0.000E+00  0.126E-32  0.854E-33
   41   0.183E-17 -0.257E-15 -0.197E-17  0.261E-15  0.000E+00  0.000E+00  0.187E-33  0.127E-33
