                   LOVE WAVE        MODE #  0
        T = 0.7000E+01 C =    0.1099E+01 U   = 0.4566E+00
        AL= 0.9352E+00 GAMMA= 0.1638E-02 ZREF= 0.0000E+00
    M       UT         TT       DC/DH      DC/DB      DC/DR
    1   0.100E+01  0.000E+00 -0.138E+01  0.297E+01 -0.198E+00
    2   0.297E+00 -0.669E+00 -0.149E+00  0.529E+00  0.962E-01
    3   0.110E+00 -0.579E+00 -0.253E-01  0.105E+00  0.323E-01
    4   0.422E-01 -0.380E+00 -0.198E-02  0.193E-01  0.794E-02
    5   0.189E-01 -0.203E+00 -0.257E-03  0.420E-02  0.189E-02
    6   0.868E-02 -0.103E+00 -0.128E-03  0.946E-03  0.440E-03
    7   0.372E-02 -0.545E-01 -0.490E-04  0.199E-03  0.100E-03
    8   0.144E-02 -0.303E-01 -0.797E-05  0.359E-04  0.207E-04
    9   0.573E-03 -0.160E-01 -0.638E-06  0.656E-05  0.415E-05
   10   0.250E-03 -0.777E-02 -0.534E-07  0.132E-05  0.857E-06
   11   0.112E-03 -0.364E-02  0.183E-08  0.271E-06  0.178E-06
   12   0.515E-04 -0.166E-02  0.448E-09  0.572E-07  0.371E-07
   13   0.237E-04 -0.758E-03  0.910E-10  0.121E-07  0.774E-08
   14   0.109E-04 -0.346E-03  0.858E-11  0.256E-08  0.162E-08
   15   0.501E-05 -0.158E-03 -0.655E-11  0.542E-09  0.339E-09
   16   0.228E-05 -0.732E-04 -0.148E-12  0.113E-09  0.711E-10
   17   0.105E-05 -0.336E-04  0.185E-12  0.238E-10  0.150E-10
   18   0.482E-06 -0.153E-04 -0.213E-13  0.501E-11  0.317E-11
   19   0.221E-06 -0.705E-05 -0.491E-14  0.105E-11  0.667E-12
   20   0.101E-06 -0.324E-05 -0.747E-15  0.221E-12  0.140E-12
   21   0.462E-07 -0.149E-05 -0.563E-16  0.464E-13  0.294E-13
   22   0.212E-07 -0.683E-06 -0.126E-16  0.975E-14  0.617E-14
   23   0.969E-08 -0.313E-06 -0.182E-16  0.205E-14  0.130E-14
   24   0.442E-08 -0.144E-06 -0.193E-16  0.431E-15  0.273E-15
   25   0.198E-08 -0.677E-07 -0.198E-16  0.907E-16  0.575E-16
   26   0.801E-09 -0.345E-07 -0.317E-17  0.170E-16  0.112E-16
   27   0.331E-09 -0.171E-07  0.392E-24  0.320E-17  0.217E-17
   28   0.150E-09 -0.776E-08  0.392E-24  0.659E-18  0.446E-18
   29   0.683E-10 -0.352E-08  0.392E-24  0.136E-18  0.919E-19
   30   0.310E-10 -0.160E-08  0.392E-24  0.280E-19  0.189E-19
   31   0.141E-10 -0.726E-09  0.392E-24  0.576E-20  0.390E-20
   32   0.638E-11 -0.329E-09  0.392E-24  0.119E-20  0.803E-21
   33   0.290E-11 -0.149E-09  0.392E-24  0.244E-21  0.165E-21
   34   0.131E-11 -0.677E-10  0.192E-24  0.503E-22  0.340E-22
   35   0.598E-12 -0.307E-10  0.404E-25  0.104E-22  0.702E-23
   36   0.272E-12 -0.139E-10  0.768E-26  0.214E-23  0.145E-23
   37   0.124E-12 -0.630E-11  0.182E-26  0.442E-24  0.298E-24
   38   0.562E-13 -0.285E-11  0.309E-27  0.912E-25  0.614E-25
   39   0.255E-13 -0.129E-11  0.592E-28  0.188E-25  0.127E-25
   40   0.116E-13 -0.587E-12  0.000E+00  0.388E-26  0.261E-26
   41   0.527E-14 -0.266E-12  0.000E+00  0.101E-26  0.677E-27
