                      RAYLEIGH WAVE      MODE #  0
        T = 0.3750E+01 C =    0.8865E+00 U   = 0.2661E+00
        AR= 0.1890E+01 GAMMA= 0.5013E-02 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.208E+00  0.000E+00  0.100E+01  0.000E+00 -0.202E+01  0.132E+00  0.352E+01 -0.171E+00
    2  -0.108E+00  0.142E+01  0.206E+00 -0.200E+01 -0.610E-01  0.471E-02  0.477E+00  0.112E+00
    3  -0.256E-01  0.695E+00  0.386E-01 -0.870E+00 -0.247E-02  0.216E-03  0.286E-01  0.100E-01
    4  -0.448E-02  0.220E+00  0.645E-02 -0.256E+00 -0.350E-04  0.576E-05  0.110E-02  0.498E-03
    5  -0.916E-03  0.532E-01  0.124E-02 -0.595E-01 -0.527E-06  0.149E-06  0.472E-04  0.229E-04
    6  -0.190E-03  0.114E-01  0.241E-03 -0.126E-01 -0.535E-07  0.480E-08  0.195E-05  0.973E-06
    7  -0.346E-04  0.239E-02  0.420E-04 -0.264E-02 -0.400E-08  0.197E-09  0.676E-07  0.359E-07
    8  -0.510E-05  0.510E-03  0.612E-05 -0.560E-03 -0.102E-09  0.478E-11  0.179E-08  0.107E-08
    9  -0.759E-06  0.105E-03  0.912E-06 -0.113E-03 -0.119E-11  0.877E-13  0.471E-10  0.308E-10
   10  -0.129E-06  0.199E-04  0.152E-06 -0.214E-04 -0.166E-13  0.193E-14  0.143E-11  0.960E-12
   11  -0.225E-07  0.367E-05  0.262E-07 -0.388E-05  0.620E-16  0.406E-16  0.443E-13  0.300E-13
   12  -0.404E-08  0.651E-06  0.464E-08 -0.685E-06  0.238E-17  0.921E-18  0.141E-14  0.939E-15
   13  -0.717E-09  0.114E-06  0.812E-09 -0.119E-06  0.790E-19  0.208E-19  0.437E-16  0.288E-16
   14  -0.126E-09  0.198E-07  0.141E-09 -0.206E-07  0.188E-20  0.476E-21  0.133E-17  0.869E-18
   15  -0.219E-10  0.341E-08  0.243E-10 -0.354E-08 -0.123E-21  0.117E-22  0.399E-19  0.258E-19
   16  -0.373E-11  0.589E-09  0.411E-11 -0.609E-09 -0.763E-24  0.268E-24  0.116E-20  0.749E-21
   17  -0.635E-12  0.101E-09  0.696E-12 -0.104E-09  0.733E-25  0.621E-26  0.334E-22  0.217E-22
   18  -0.109E-12  0.170E-10  0.118E-12 -0.174E-10 -0.821E-27  0.160E-27  0.961E-24  0.627E-24
   19  -0.183E-13  0.286E-11  0.198E-13 -0.293E-11 -0.275E-28  0.384E-29  0.271E-25  0.177E-25
   20  -0.306E-14  0.480E-12  0.330E-14 -0.492E-12 -0.598E-30  0.913E-31  0.759E-27  0.496E-27
   21  -0.510E-15  0.804E-13  0.548E-15 -0.821E-13 -0.489E-32  0.214E-32  0.211E-28  0.138E-28
   22  -0.849E-16  0.134E-13  0.910E-16 -0.137E-13  0.823E-34  0.504E-34  0.584E-30  0.381E-30
   23  -0.141E-16  0.222E-14  0.151E-16 -0.227E-14  0.220E-35  0.119E-35  0.161E-31  0.105E-31
   24  -0.234E-17  0.368E-15  0.249E-17 -0.375E-15  0.000E+00  0.000E+00  0.441E-33  0.288E-33
   25  -0.389E-18  0.605E-16  0.407E-18 -0.624E-16  0.000E+00  0.000E+00  0.121E-34  0.785E-35
   26  -0.543E-19  0.107E-16  0.568E-19 -0.111E-16  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   27  -0.759E-20  0.189E-17  0.805E-20 -0.193E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   28  -0.124E-20  0.309E-18  0.131E-20 -0.314E-18  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   29  -0.202E-21  0.503E-19  0.214E-21 -0.511E-19  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   30  -0.329E-22  0.818E-20  0.347E-22 -0.831E-20  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   31  -0.534E-23  0.133E-20  0.563E-23 -0.135E-20  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   32  -0.867E-24  0.215E-21  0.911E-24 -0.218E-21  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   33  -0.140E-24  0.348E-22  0.147E-24 -0.353E-22  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   34  -0.227E-25  0.563E-23  0.238E-25 -0.570E-23  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   35  -0.367E-26  0.908E-24  0.385E-26 -0.919E-24  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   36  -0.594E-27  0.146E-24  0.621E-27 -0.148E-24  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   37  -0.959E-28  0.235E-25  0.100E-27 -0.238E-25  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   38  -0.155E-28  0.378E-26  0.161E-28 -0.382E-26  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   39  -0.249E-29  0.607E-27  0.260E-29 -0.613E-27  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   40  -0.402E-30  0.974E-28  0.418E-30 -0.983E-28  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   41  -0.645E-31  0.156E-28  0.670E-31 -0.158E-28  0.000E+00  0.000E+00  0.000E+00  0.000E+00
