                      RAYLEIGH WAVE      MODE #  0
        T = 0.3250E+01 C =    0.6989E+00 U   = 0.3371E+00
        AR= 0.1930E+01 GAMMA= 0.4612E-02 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.424E+00  0.000E+00  0.100E+01  0.000E+00 -0.748E+00  0.527E-01  0.206E+01 -0.394E-01
    2  -0.721E-01  0.145E+01  0.129E+00 -0.188E+01 -0.439E-02  0.578E-03  0.110E+00  0.277E-01
    3  -0.779E-02  0.313E+00  0.110E-01 -0.367E+00 -0.335E-04  0.492E-05  0.138E-02  0.497E-03
    4  -0.597E-03  0.422E-01  0.789E-03 -0.473E-01 -0.847E-07  0.281E-07  0.100E-04  0.459E-05
    5  -0.515E-04  0.430E-02  0.643E-04 -0.468E-02 -0.206E-09  0.133E-09  0.769E-07  0.379E-07
    6  -0.443E-05  0.386E-03  0.529E-05 -0.414E-03 -0.372E-11  0.641E-12  0.559E-09  0.282E-09
    7  -0.335E-06  0.338E-04  0.389E-06 -0.360E-04 -0.505E-13  0.362E-14  0.338E-11  0.181E-11
    8  -0.206E-07  0.301E-05  0.238E-07 -0.320E-05 -0.226E-15  0.164E-16  0.156E-13  0.941E-14
    9  -0.129E-08  0.257E-06  0.147E-08 -0.272E-06 -0.463E-18  0.633E-19  0.721E-16  0.475E-16
   10  -0.910E-10  0.204E-07  0.103E-09 -0.215E-07 -0.114E-20  0.259E-21  0.382E-18  0.258E-18
   11  -0.662E-11  0.157E-08  0.739E-11 -0.163E-08  0.710E-24  0.101E-23  0.207E-20  0.140E-20
   12  -0.495E-12  0.116E-09  0.545E-12 -0.120E-09  0.473E-26  0.398E-26  0.114E-22  0.764E-23
   13  -0.365E-13  0.845E-11  0.398E-13 -0.873E-11  0.274E-28  0.156E-28  0.612E-25  0.406E-25
   14  -0.266E-14  0.610E-12  0.288E-14 -0.628E-12  0.121E-30  0.615E-31  0.322E-27  0.212E-27
   15  -0.193E-15  0.436E-13  0.207E-15 -0.448E-13 -0.129E-32  0.248E-33  0.167E-29  0.108E-29
   16  -0.136E-16  0.313E-14  0.145E-16 -0.320E-14 -0.151E-35  0.101E-35  0.836E-32  0.544E-32
   17  -0.960E-18  0.221E-15  0.102E-17 -0.226E-15  0.000E+00  0.000E+00  0.416E-34  0.272E-34
   18  -0.681E-19  0.155E-16  0.721E-19 -0.158E-16  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   19  -0.475E-20  0.109E-17  0.501E-20 -0.111E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   20  -0.330E-21  0.756E-19  0.347E-21 -0.769E-19  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   21  -0.228E-22  0.525E-20  0.239E-22 -0.533E-20  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   22  -0.157E-23  0.363E-21  0.165E-23 -0.368E-21  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   23  -0.109E-24  0.250E-22  0.114E-24 -0.253E-22  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   24  -0.747E-26  0.172E-23  0.779E-26 -0.174E-23  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   25  -0.513E-27  0.117E-24  0.533E-27 -0.119E-24  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   26  -0.297E-28  0.863E-26  0.308E-28 -0.878E-26  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   27  -0.173E-29  0.630E-27  0.180E-29 -0.639E-27  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   28  -0.118E-30  0.427E-28  0.122E-30 -0.433E-28  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   29  -0.796E-32  0.289E-29  0.827E-32 -0.293E-29  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   30  -0.538E-33  0.195E-30  0.558E-33 -0.198E-30  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   31  -0.363E-34  0.132E-31  0.376E-34 -0.133E-31  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   32  -0.244E-35  0.887E-33  0.253E-35 -0.897E-33  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   33   0.000E+00  0.596E-34  0.000E+00 -0.603E-34  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   34   0.000E+00  0.400E-35  0.000E+00 -0.404E-35  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   35   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   36   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   37   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   38   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   39   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   40   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   41   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
