                   LOVE WAVE        MODE #  0
        T = 0.3250E+01 C =    0.6668E+00 U   = 0.5396E+00
        AL= 0.1661E+01 GAMMA= 0.2986E-02 ZREF= 0.0000E+00
    M       UT         TT       DC/DH      DC/DB      DC/DR
    1   0.100E+01  0.000E+00 -0.158E+00  0.134E+01 -0.682E-02
    2   0.996E-01 -0.807E+00 -0.308E-03  0.205E-01  0.486E-02
    3   0.533E-02 -0.978E-01 -0.102E-05  0.861E-04  0.300E-04
    4   0.262E-03 -0.870E-02 -0.123E-08  0.281E-06  0.126E-06
    5   0.150E-04 -0.598E-03 -0.151E-11  0.101E-08  0.487E-09
    6   0.895E-06 -0.380E-04 -0.152E-13  0.371E-11  0.184E-11
    7   0.504E-07 -0.251E-05 -0.128E-15  0.128E-13  0.677E-14
    8   0.248E-08 -0.180E-06 -0.368E-18  0.383E-16  0.228E-16
    9   0.123E-09 -0.123E-07 -0.467E-21  0.113E-18  0.736E-19
   10   0.672E-11 -0.756E-09 -0.700E-24  0.360E-21  0.241E-21
   11   0.377E-12 -0.449E-10  0.269E-27  0.118E-23  0.793E-24
   12   0.218E-13 -0.258E-11  0.111E-29  0.393E-26  0.262E-26
   13   0.126E-14 -0.148E-12  0.408E-32  0.132E-28  0.868E-29
   14   0.733E-16 -0.852E-14  0.118E-34  0.442E-31  0.288E-31
   15   0.425E-17 -0.490E-15  0.000E+00  0.148E-33  0.955E-34
   16   0.243E-18 -0.285E-16  0.000E+00  0.000E+00  0.000E+00
   17   0.140E-19 -0.165E-17  0.000E+00  0.000E+00  0.000E+00
   18   0.815E-21 -0.947E-19  0.000E+00  0.000E+00  0.000E+00
   19   0.469E-22 -0.548E-20  0.000E+00  0.000E+00  0.000E+00
   20   0.270E-23 -0.317E-21  0.000E+00  0.000E+00  0.000E+00
   21   0.156E-24 -0.184E-22  0.000E+00  0.000E+00  0.000E+00
   22   0.899E-26 -0.106E-23  0.000E+00  0.000E+00  0.000E+00
   23   0.519E-27 -0.612E-25  0.000E+00  0.000E+00  0.000E+00
   24   0.300E-28 -0.353E-26  0.000E+00  0.000E+00  0.000E+00
   25   0.173E-29 -0.204E-27  0.000E+00  0.000E+00  0.000E+00
   26   0.879E-31 -0.132E-28  0.000E+00  0.000E+00  0.000E+00
   27   0.448E-32 -0.839E-30  0.000E+00  0.000E+00  0.000E+00
   28   0.255E-33 -0.478E-31  0.000E+00  0.000E+00  0.000E+00
   29   0.145E-34 -0.272E-32  0.000E+00  0.000E+00  0.000E+00
   30   0.000E+00 -0.155E-33  0.000E+00  0.000E+00  0.000E+00
   31   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   32   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   33   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   34   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   35   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   36   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   37   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   38   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   39   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   40   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   41   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
