                   LOVE WAVE        MODE #  0
        T = 0.4500E+01 C =    0.7463E+00 U   = 0.5007E+00
        AL= 0.1526E+01 GAMMA= 0.2324E-02 ZREF= 0.0000E+00
    M       UT         TT       DC/DH      DC/DB      DC/DR
    1   0.100E+01  0.000E+00 -0.363E+00  0.171E+01 -0.245E-01
    2   0.151E+00 -0.774E+00 -0.476E-02  0.741E-01  0.168E-01
    3   0.205E-01 -0.242E+00 -0.111E-03  0.201E-02  0.685E-03
    4   0.271E-02 -0.575E-01 -0.100E-05  0.467E-04  0.207E-04
    5   0.422E-03 -0.108E-01 -0.980E-08  0.125E-05  0.596E-06
    6   0.690E-04 -0.188E-02 -0.731E-09  0.345E-07  0.169E-07
    7   0.106E-04 -0.342E-03 -0.448E-10  0.895E-09  0.468E-09
    8   0.144E-05 -0.673E-04 -0.973E-12  0.201E-10  0.119E-10
    9   0.197E-06 -0.127E-04 -0.950E-14  0.451E-12  0.293E-12
   10   0.298E-07 -0.216E-05 -0.108E-15  0.110E-13  0.736E-14
   11   0.464E-08 -0.354E-06  0.331E-18  0.277E-15  0.186E-15
   12   0.744E-09 -0.565E-07  0.104E-19  0.712E-17  0.473E-17
   13   0.119E-09 -0.900E-08  0.293E-21  0.183E-18  0.120E-18
   14   0.192E-10 -0.143E-08  0.605E-23  0.473E-20  0.307E-20
   15   0.309E-11 -0.229E-09 -0.339E-24  0.122E-21  0.783E-22
   16   0.490E-12 -0.369E-10 -0.191E-26  0.311E-23  0.200E-23
   17   0.784E-13 -0.592E-11  0.160E-27  0.795E-25  0.515E-25
   18   0.126E-13 -0.943E-12 -0.161E-29  0.204E-26  0.133E-26
   19   0.202E-14 -0.151E-12 -0.493E-31  0.523E-28  0.339E-28
   20   0.322E-15 -0.243E-13 -0.986E-33  0.134E-29  0.869E-30
   21   0.514E-16 -0.389E-14 -0.758E-35  0.342E-31  0.222E-31
   22   0.822E-17 -0.623E-15  0.000E+00  0.876E-33  0.569E-33
   23   0.132E-17 -0.997E-16  0.000E+00  0.225E-34  0.146E-34
   24   0.211E-18 -0.160E-16  0.000E+00  0.000E+00  0.000E+00
   25   0.337E-19 -0.256E-17  0.000E+00  0.000E+00  0.000E+00
   26   0.474E-20 -0.459E-18  0.000E+00  0.000E+00  0.000E+00
   27   0.672E-21 -0.809E-19  0.000E+00  0.000E+00  0.000E+00
   28   0.106E-21 -0.128E-19  0.000E+00  0.000E+00  0.000E+00
   29   0.169E-22 -0.203E-20  0.000E+00  0.000E+00  0.000E+00
   30   0.267E-23 -0.321E-21  0.000E+00  0.000E+00  0.000E+00
   31   0.423E-24 -0.509E-22  0.000E+00  0.000E+00  0.000E+00
   32   0.669E-25 -0.806E-23  0.000E+00  0.000E+00  0.000E+00
   33   0.106E-25 -0.128E-23  0.000E+00  0.000E+00  0.000E+00
   34   0.168E-26 -0.202E-24  0.000E+00  0.000E+00  0.000E+00
   35   0.266E-27 -0.319E-25  0.000E+00  0.000E+00  0.000E+00
   36   0.423E-28 -0.505E-26  0.000E+00  0.000E+00  0.000E+00
   37   0.670E-29 -0.798E-27  0.000E+00  0.000E+00  0.000E+00
   38   0.106E-29 -0.126E-27  0.000E+00  0.000E+00  0.000E+00
   39   0.169E-30 -0.200E-28  0.000E+00  0.000E+00  0.000E+00
   40   0.268E-31 -0.316E-29  0.000E+00  0.000E+00  0.000E+00
   41   0.424E-32 -0.500E-30  0.000E+00  0.000E+00  0.000E+00
