                      RAYLEIGH WAVE      MODE #  0
        T = 0.5000E+01 C =    0.1413E+01 U   = 0.7947E+00
        AR= 0.1235E+00 GAMMA= 0.1263E-02 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1  -0.159E+01  0.000E+00  0.100E+01  0.000E+00 -0.108E+01  0.521E-01  0.343E+01 -0.902E-01
    2  -0.399E+00  0.158E+01  0.774E-02 -0.309E+00 -0.188E-01  0.220E-01  0.217E+00  0.552E-01
    3  -0.732E-01  0.385E+00 -0.927E-01  0.699E+00 -0.582E-02  0.789E-02 -0.895E-03  0.252E-02
    4  -0.326E-02 -0.334E+00 -0.699E-01  0.974E+00 -0.208E-02  0.180E-02  0.462E-02  0.250E-02
    5   0.109E-01 -0.476E+00 -0.436E-01  0.802E+00 -0.732E-03  0.371E-03  0.439E-02  0.208E-02
    6   0.108E-01 -0.367E+00 -0.243E-01  0.550E+00 -0.487E-03  0.983E-04  0.216E-02  0.106E-02
    7   0.668E-02 -0.243E+00 -0.118E-01  0.352E+00 -0.227E-03  0.292E-04  0.712E-03  0.381E-03
    8   0.298E-02 -0.156E+00 -0.498E-02  0.212E+00 -0.436E-04  0.490E-05  0.162E-03  0.977E-04
    9   0.131E-02 -0.944E-01 -0.217E-02  0.118E+00 -0.417E-05  0.614E-06  0.356E-04  0.231E-04
   10   0.650E-03 -0.521E-01 -0.103E-02  0.622E-01 -0.412E-06  0.940E-07  0.886E-05  0.586E-05
   11   0.329E-03 -0.273E-01 -0.496E-03  0.314E-01  0.170E-07  0.136E-07  0.221E-05  0.146E-05
   12   0.170E-03 -0.137E-01 -0.242E-03  0.154E-01  0.479E-08  0.227E-08  0.553E-06  0.361E-06
   13   0.853E-04 -0.672E-02 -0.117E-03  0.744E-02  0.107E-08  0.380E-09  0.134E-06  0.863E-07
   14   0.422E-04 -0.325E-02 -0.557E-04  0.356E-02  0.104E-09  0.655E-10  0.316E-07  0.201E-07
   15   0.205E-04 -0.155E-02 -0.263E-04  0.169E-02 -0.920E-10  0.125E-10  0.729E-08  0.459E-08
   16   0.970E-05 -0.743E-03 -0.123E-04  0.799E-03 -0.201E-11  0.203E-11  0.162E-08  0.102E-08
   17   0.458E-05 -0.351E-03 -0.571E-05  0.373E-03  0.284E-11  0.337E-12  0.356E-09  0.226E-09
   18   0.217E-05 -0.163E-03 -0.265E-05  0.173E-03 -0.338E-12  0.681E-13  0.780E-10  0.496E-10
   19   0.101E-05 -0.759E-04 -0.122E-05  0.801E-04 -0.787E-13  0.122E-13  0.167E-10  0.106E-10
   20   0.465E-06 -0.351E-04 -0.557E-06  0.369E-04 -0.120E-13  0.213E-14  0.354E-11  0.225E-11
   21   0.214E-06 -0.162E-04 -0.254E-06  0.169E-04 -0.868E-15  0.366E-15  0.744E-12  0.474E-12
   22   0.981E-07 -0.741E-05 -0.115E-06  0.771E-05 -0.167E-15  0.641E-16  0.155E-12  0.990E-13
   23   0.450E-07 -0.337E-05 -0.522E-07  0.352E-05 -0.254E-15  0.125E-16  0.323E-13  0.206E-13
   24   0.206E-07 -0.152E-05 -0.233E-07  0.162E-05 -0.272E-15  0.366E-17  0.668E-14  0.425E-14
   25   0.933E-08 -0.682E-06 -0.100E-07  0.757E-06 -0.280E-15  0.367E-17  0.137E-14  0.878E-15
   26   0.354E-08 -0.333E-06 -0.386E-08  0.362E-06 -0.406E-16  0.477E-18  0.230E-15  0.153E-15
   27   0.136E-08 -0.161E-06 -0.155E-08  0.168E-06  0.343E-23  0.145E-19  0.389E-16  0.264E-16
   28   0.607E-09 -0.721E-07 -0.692E-09  0.747E-07  0.343E-23  0.253E-20  0.774E-17  0.526E-17
   29   0.271E-09 -0.321E-07 -0.307E-09  0.332E-07  0.343E-23  0.441E-21  0.153E-17  0.104E-17
   30   0.121E-09 -0.143E-07 -0.136E-09  0.147E-07  0.343E-23  0.768E-22  0.303E-18  0.206E-18
   31   0.536E-10 -0.634E-08 -0.603E-10  0.653E-08  0.343E-23  0.134E-22  0.596E-19  0.405E-19
   32   0.238E-10 -0.281E-08 -0.266E-10  0.289E-08  0.343E-23  0.232E-23  0.117E-19  0.794E-20
   33   0.105E-10 -0.124E-08 -0.118E-10  0.127E-08  0.343E-23  0.395E-24  0.228E-20  0.155E-20
   34   0.465E-11 -0.548E-09 -0.518E-11  0.562E-09  0.162E-23  0.653E-25  0.445E-21  0.302E-21
   35   0.206E-11 -0.242E-09 -0.229E-11  0.247E-09  0.320E-24  0.112E-25  0.867E-22  0.589E-22
   36   0.909E-12 -0.106E-09 -0.101E-11  0.109E-09  0.572E-25  0.194E-26  0.169E-22  0.114E-22
   37   0.401E-12 -0.467E-10 -0.443E-12  0.476E-10  0.128E-25  0.329E-27  0.327E-23  0.221E-23
   38   0.177E-12 -0.205E-10 -0.195E-12  0.209E-10  0.203E-26  0.576E-28  0.633E-24  0.428E-24
   39   0.779E-13 -0.900E-11 -0.857E-13  0.916E-11  0.369E-27  0.996E-29  0.122E-24  0.826E-25
   40   0.343E-13 -0.394E-11 -0.376E-13  0.401E-11  0.000E+00  0.188E-29  0.236E-25  0.159E-25
   41   0.150E-13 -0.173E-11 -0.165E-13  0.176E-11  0.000E+00  0.397E-30  0.560E-26  0.378E-26
