                      RAYLEIGH WAVE      MODE #  0
        T = 0.8000E+01 C =    0.2141E+01 U   = 0.1060E+01
        AR= 0.6242E-03 GAMMA= 0.4862E-03 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1  -0.145E+02  0.000E+00  0.100E+01  0.000E+00 -0.149E+01  0.818E-01  0.260E+01 -0.336E+00
    2  -0.600E+01  0.796E+01 -0.199E+01  0.238E+01 -0.269E+00  0.109E+00  0.516E+00  0.544E-01
    3  -0.292E+01  0.640E+01 -0.266E+01  0.827E+01 -0.118E+00  0.105E+00  0.213E-01  0.138E-01
    4  -0.135E+01  0.181E+01 -0.260E+01  0.135E+02 -0.839E-01  0.726E-01 -0.370E-01  0.834E-04
    5  -0.506E+00 -0.279E+01 -0.230E+01  0.169E+02 -0.755E-01  0.468E-01 -0.427E-02  0.102E-01
    6  -0.380E-01 -0.576E+01 -0.191E+01  0.184E+02 -0.708E-01  0.333E-01  0.298E-01  0.266E-01
    7   0.140E+00 -0.762E+01 -0.148E+01  0.185E+02 -0.561E-01  0.224E-01  0.403E-01  0.319E-01
    8   0.149E+00 -0.883E+01 -0.111E+01  0.175E+02 -0.251E-01  0.999E-02  0.302E-01  0.224E-01
    9   0.152E+00 -0.938E+01 -0.856E+00  0.157E+02 -0.652E-02  0.381E-02  0.216E-01  0.147E-01
   10   0.168E+00 -0.914E+01 -0.688E+00  0.136E+02 -0.144E-02  0.167E-02  0.173E-01  0.111E-01
   11   0.173E+00 -0.834E+01 -0.555E+00  0.114E+02  0.315E-03  0.721E-03  0.135E-01  0.832E-02
   12   0.169E+00 -0.724E+01 -0.448E+00  0.943E+01  0.191E-03  0.343E-03  0.103E-01  0.619E-02
   13   0.155E+00 -0.612E+01 -0.358E+00  0.769E+01  0.669E-04  0.165E-03  0.742E-02  0.440E-02
   14   0.136E+00 -0.507E+01 -0.283E+00  0.620E+01 -0.323E-04  0.820E-04  0.516E-02  0.302E-02
   15   0.115E+00 -0.415E+01 -0.223E+00  0.496E+01 -0.918E-04  0.422E-04  0.347E-02  0.201E-02
   16   0.947E-01 -0.337E+01 -0.174E+00  0.393E+01 -0.128E-04  0.198E-04  0.224E-02  0.130E-02
   17   0.774E-01 -0.270E+01 -0.135E+00  0.310E+01  0.658E-07  0.989E-05  0.143E-02  0.836E-03
   18   0.628E-01 -0.213E+01 -0.105E+00  0.243E+01 -0.231E-04  0.558E-05  0.902E-03  0.532E-03
   19   0.500E-01 -0.167E+01 -0.801E-01  0.190E+01 -0.176E-04  0.288E-05  0.555E-03  0.328E-03
   20   0.396E-01 -0.130E+01 -0.610E-01  0.148E+01 -0.136E-04  0.151E-05  0.337E-03  0.200E-03
   21   0.311E-01 -0.101E+01 -0.462E-01  0.115E+01 -0.116E-04  0.823E-06  0.203E-03  0.121E-03
   22   0.244E-01 -0.774E+00 -0.346E-01  0.899E+00 -0.113E-04  0.502E-06  0.121E-03  0.725E-04
   23   0.189E-01 -0.592E+00 -0.255E-01  0.703E+00 -0.114E-04  0.364E-06  0.718E-04  0.433E-04
   24   0.143E-01 -0.453E+00 -0.185E-01  0.552E+00 -0.115E-04  0.327E-06  0.420E-04  0.257E-04
   25   0.104E-01 -0.353E+00 -0.131E-01  0.433E+00 -0.116E-04  0.375E-06  0.243E-04  0.153E-04
   26   0.665E-02 -0.290E+00 -0.896E-02  0.336E+00 -0.374E-05  0.114E-06  0.115E-04  0.740E-05
   27   0.448E-02 -0.233E+00 -0.641E-02  0.255E+00  0.143E-08  0.153E-07  0.553E-05  0.359E-05
   28   0.341E-02 -0.176E+00 -0.480E-02  0.192E+00  0.143E-08  0.757E-08  0.316E-05  0.205E-05
   29   0.258E-02 -0.133E+00 -0.359E-02  0.144E+00  0.143E-08  0.374E-08  0.179E-05  0.117E-05
   30   0.195E-02 -0.100E+00 -0.268E-02  0.107E+00  0.143E-08  0.184E-08  0.101E-05  0.658E-06
   31   0.147E-02 -0.751E-01 -0.200E-02  0.802E-01  0.143E-08  0.903E-09  0.570E-06  0.370E-06
   32   0.110E-02 -0.562E-01 -0.149E-02  0.597E-01  0.143E-08  0.440E-09  0.319E-06  0.207E-06
   33   0.828E-03 -0.420E-01 -0.110E-02  0.444E-01  0.143E-08  0.211E-09  0.178E-06  0.116E-06
   34   0.621E-03 -0.313E-01 -0.821E-03  0.330E-01  0.117E-08  0.999E-10  0.991E-07  0.644E-07
   35   0.465E-03 -0.233E-01 -0.609E-03  0.245E-01  0.635E-09  0.487E-10  0.551E-07  0.358E-07
   36   0.347E-03 -0.173E-01 -0.452E-03  0.181E-01  0.325E-09  0.239E-10  0.305E-07  0.198E-07
   37   0.259E-03 -0.129E-01 -0.335E-03  0.134E-01  0.176E-09  0.117E-10  0.169E-07  0.109E-07
   38   0.193E-03 -0.952E-02 -0.248E-03  0.991E-02  0.739E-10  0.583E-11  0.931E-08  0.602E-08
   39   0.144E-03 -0.705E-02 -0.183E-03  0.732E-02  0.286E-10  0.292E-11  0.512E-08  0.331E-08
   40   0.107E-03 -0.521E-02 -0.135E-03  0.541E-02  0.000E+00  0.153E-11  0.281E-08  0.182E-08
   41   0.791E-04 -0.385E-02 -0.996E-04  0.399E-02  0.000E+00  0.150E-11  0.338E-08  0.218E-08
