                      RAYLEIGH WAVE      MODE #  0
        T = 0.5250E+01 C =    0.1467E+01 U   = 0.8348E+00
        AR= 0.8023E-01 GAMMA= 0.1125E-02 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1  -0.199E+01  0.000E+00  0.100E+01  0.000E+00 -0.107E+01  0.663E-01  0.337E+01 -0.996E-01
    2  -0.500E+00  0.176E+01 -0.554E-01 -0.644E-01 -0.256E-01  0.326E-01  0.210E+00  0.541E-01
    3  -0.975E-01  0.385E+00 -0.154E+00  0.114E+01 -0.115E-01  0.133E-01 -0.230E-02  0.342E-02
    4  -0.419E-02 -0.523E+00 -0.115E+00  0.148E+01 -0.437E-02  0.344E-02  0.866E-02  0.454E-02
    5   0.178E-01 -0.732E+00 -0.749E-01  0.126E+01 -0.180E-02  0.826E-03  0.873E-02  0.411E-02
    6   0.188E-01 -0.594E+00 -0.439E-01  0.920E+00 -0.128E-02  0.257E-03  0.482E-02  0.236E-02
    7   0.124E-01 -0.420E+00 -0.225E-01  0.625E+00 -0.648E-03  0.876E-04  0.180E-02  0.972E-03
    8   0.589E-02 -0.290E+00 -0.102E-01  0.400E+00 -0.140E-03  0.167E-04  0.469E-03  0.284E-03
    9   0.278E-02 -0.187E+00 -0.480E-02  0.239E+00 -0.154E-04  0.240E-05  0.119E-03  0.769E-04
   10   0.149E-02 -0.111E+00 -0.244E-02  0.134E+00 -0.171E-05  0.421E-06  0.339E-04  0.224E-04
   11   0.812E-03 -0.625E-01 -0.126E-02  0.724E-01  0.864E-07  0.704E-07  0.976E-05  0.643E-05
   12   0.450E-03 -0.336E-01 -0.661E-03  0.381E-01  0.277E-07  0.136E-07  0.283E-05  0.184E-05
   13   0.244E-03 -0.178E-01 -0.342E-03  0.198E-01  0.694E-08  0.263E-08  0.791E-06  0.508E-06
   14   0.130E-03 -0.923E-02 -0.175E-03  0.102E-01  0.668E-09  0.527E-09  0.216E-06  0.137E-06
   15   0.679E-04 -0.475E-02 -0.889E-04  0.520E-02 -0.793E-09  0.116E-09  0.575E-07  0.361E-07
   16   0.346E-04 -0.244E-02 -0.445E-04  0.264E-02 -0.166E-10  0.218E-10  0.148E-07  0.928E-08
   17   0.176E-04 -0.124E-02 -0.223E-04  0.132E-02  0.319E-10  0.420E-11  0.376E-08  0.238E-08
   18   0.894E-05 -0.620E-03 -0.111E-04  0.660E-03 -0.472E-11  0.984E-12  0.952E-09  0.604E-09
   19   0.447E-05 -0.310E-03 -0.549E-05  0.328E-03 -0.125E-11  0.204E-12  0.236E-09  0.150E-09
   20   0.222E-05 -0.154E-03 -0.270E-05  0.163E-03 -0.221E-12  0.412E-13  0.578E-10  0.367E-10
   21   0.110E-05 -0.764E-04 -0.132E-05  0.801E-04 -0.222E-13  0.820E-14  0.140E-10  0.892E-11
   22   0.542E-06 -0.376E-04 -0.646E-06  0.393E-04 -0.774E-14  0.168E-14  0.340E-11  0.216E-11
   23   0.267E-06 -0.184E-04 -0.314E-06  0.193E-04 -0.983E-14  0.391E-15  0.817E-12  0.518E-12
   24   0.132E-06 -0.892E-05 -0.150E-06  0.956E-05 -0.103E-13  0.141E-15  0.195E-12  0.124E-12
   25   0.640E-07 -0.431E-05 -0.690E-07  0.483E-05 -0.106E-13  0.151E-15  0.462E-13  0.296E-13
   26   0.261E-07 -0.226E-05 -0.287E-07  0.248E-05 -0.173E-14  0.221E-16  0.899E-14  0.595E-14
   27   0.108E-07 -0.118E-05 -0.125E-07  0.123E-05  0.446E-21  0.780E-18  0.175E-14  0.119E-14
   28   0.519E-08 -0.566E-06 -0.598E-08  0.589E-06  0.446E-21  0.157E-18  0.404E-15  0.274E-15
   29   0.249E-08 -0.272E-06 -0.286E-08  0.282E-06  0.446E-21  0.318E-19  0.928E-16  0.629E-16
   30   0.119E-08 -0.130E-06 -0.136E-08  0.134E-06  0.446E-21  0.641E-20  0.212E-16  0.144E-16
   31   0.570E-09 -0.620E-07 -0.648E-09  0.640E-07  0.446E-21  0.129E-20  0.483E-17  0.327E-17
   32   0.272E-09 -0.296E-07 -0.308E-09  0.305E-07  0.446E-21  0.259E-21  0.109E-17  0.743E-18
   33   0.130E-09 -0.141E-07 -0.146E-09  0.145E-07  0.446E-21  0.510E-22  0.248E-18  0.168E-18
   34   0.617E-10 -0.668E-08 -0.694E-10  0.685E-08  0.231E-21  0.975E-23  0.559E-19  0.379E-19
   35   0.293E-10 -0.317E-08 -0.329E-10  0.324E-08  0.529E-22  0.194E-23  0.126E-19  0.853E-20
   36   0.139E-10 -0.150E-08 -0.156E-10  0.153E-08  0.110E-22  0.389E-24  0.283E-20  0.192E-20
   37   0.662E-11 -0.709E-09 -0.738E-11  0.724E-09  0.281E-23  0.763E-25  0.636E-21  0.430E-21
   38   0.314E-11 -0.335E-09 -0.349E-11  0.341E-09  0.515E-24  0.155E-25  0.142E-21  0.962E-22
   39   0.149E-11 -0.158E-09 -0.165E-11  0.161E-09  0.105E-24  0.310E-26  0.318E-22  0.215E-22
   40   0.704E-12 -0.744E-10 -0.779E-12  0.758E-10  0.000E+00  0.678E-27  0.711E-23  0.479E-23
   41   0.332E-12 -0.351E-10 -0.367E-12  0.357E-10  0.000E+00  0.172E-27  0.203E-23  0.137E-23
